Region,SN,SN-DK,SN-DK-RU,SN-DB,SN-DB-BA,SN-DB-DD,SN-DB-MB,SN-FK,SN-FK-FD,SN-FK-FO,SN-FK-GO,SN-KA,SN-KA-BI,SN-KA-KA,SN-KA-KO,SN-KA-MO,SN-KL,SN-KL-GU,SN-KL-KA,SN-KL-ND,SN-KE,SN-KE-KE,SN-KE-SL,SN-KE-SA,SN-KD,SN-KD-KD,SN-KD-MY,SN-KD-VE,SN-LG,SN-LG-KE,SN-LG-LI,SN-LG-LD,SN-MT,SN-MT-KA,SN-MT-MA,SN-MT-RF,SN-SL,SN-SL-DA,SN-SL-PO,SN-SL-SL,SN-SE,SN-SE-BO,SN-SE-GO,SN-SE-SD,SN-TC,SN-TC-BA,SN-TC-GO,SN-TC-KO,SN-TC-TD,SN-TH,SN-TH-MB,SN-TH-TD,SN-TH-TI,SN-ZG,SN-ZG-BI,SN-ZG-OU,SN-ZG-ZD
Region Name,SENEGAL,REGION DE DAKAR,RUFISQUE,REGION DE DIOURBEL,BAMBEY,DIOURBEL,MBACKE,REGION DE FATICK,FATICK,FOUNDIOUGNE,GOSSAS,REGION DE KAFFRINE,BIRKILANE,KAFFRINE,KOUNGHEUL,MALEM HODDAR,REGION DE KAOLACK,GUINGUINEO,KAOLACK,NIORO DU RIP,REGION DE KÃ‰DOUGOU,KEDOUGOU,SALEMATA,SARAYA,REGION DE KOLDA,KOLDA,MEDINA YORO FOULA,VELINGARA,REGION DE LOUGA,KEBEMER,LINGUERE,LOUGA,REGION DE MATAM,KANEL,MATAM,RANEROU,REGION DE SAINT-LOUIS,DAGANA,PODOR,SAINT-LOUIS,REGION DE SEDHIOU,BOUNKILING,GOUDOMP,SEDHIOU,REGION DE TAMBACOUNDA,BAKEL,GOUDIRY,KOUPENTOUM,TAMBACOUNDA,REGION DE THIES,MBOUR,THIES,TIVAOUANE,REGION DE ZIGUINCHOR,BIGNONA,OUSSOUYE,ZIGUINCHOR
Region - Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region - RegionId,SN,SN-DK,SN-DK-RU,SN-DB,SN-DB-BA,SN-DB-DD,SN-DB-MB,SN-FK,SN-FK-FD,SN-FK-FO,SN-FK-GO,SN-KA,SN-KA-BI,SN-KA-KA,SN-KA-KO,SN-KA-MH,SN-KL,SN-KL-GU,SN-KL-KA,SN-KL-ND,SN-KE,SN-KE-KE,SN-KE-SL,SN-KE-SA,SN-KD,SN-KD-KD,SN-KD-MY,SN-KD-VE,SN-LG,SN-LG-KE,SN-LG-LI,SN-LG-LD,SN-MT,SN-MT-KA,SN-MT-MA,SN-MT-RF,SN-SL,SN-SL-DA,SN-SL-PO,SN-SL-SD,SN-SE,SN-SE-BO,SN-SE-GO,SN-SE-SD,SN-TC,SN-TC-BA,SN-TC-GO,SN-TC-KO,SN-TC-TD,SN-TH,SN-TH-MB,SN-TH-TD,SN-TH-TI,SN-ZG,SN-ZG-BI,SN-ZG-OU,SN-ZG-ZD
Culture,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR,SOR
Culture Name,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO,SORGHO
Culture - Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicateur,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO,PRO
Indicateur Name,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne,Production en tonne
Indicateur - Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units,units
Units,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes,tonnes
2010,162599,152,,2107,,,,10789,,,,42561,,,,,5867,,,,3144,,,,18882,,,,3594,,,,13238,,,,146,,,,2163,,,,46369,,,,,13570,,,,17,,,
2011,86867,73,,1374,,,,7086,,,,16791,,,,,4572,,,,2135,,,,15454,,,,509,,,,6170,,,,29,,,,2319,,,,22492,,,,,7782,,,,80,,,
2012,137574,165,,1755,,,,6580,,,,36979,,,,,7492,,,,7975,,,,17249,,,,168,,,,7243,,,,409,,,,1843,,,,41430,,,,,8180,,,,105,,,
2013,92029,120,,1134,,,,6285,,,,24776,,,,,3559,,,,3835,,,,12374,,,,162,,,,3200,,,,,,,,2938,,,,29004,,,,,4400,,,,243,,,
2014,102323,90,,1978,,,,5265,,,,25554,,,,,7566,,,,3211,,,,12431,,,,1109,,,,893,,,,162,,,,4933,,,,34139,,,,,4630,,,,364,,,
2015,188500,180,,10666,,,,11989,,,,51618,,,,,10491,,,,4642,,,,25935,,,,2227,,,,3844,,,,880,,,,16354,,,,34729,,,,,14514,,,,430,,,
2016,178028,193,,8960,,,,11071,,,,44005,,,,,16052,,,,4673,,,,26966,,,,2472,,,,1719,,,,968,,,,18461,,,,23774,,,,,18216,,,,498,,,
2017,215490.8552,169.5,169.5,9482.9185,6183.1295,1247.87,2051.919,9135.6,2457.7,4713,1964.9,62497.7164,9761.727,20168.792,22879.6974,9687.5,9255.01047,291.78147,5449.635,3513.594,13844.64305,5011.136,3794.68152,5038.825531,34306.53512,7641.482,6602.778,20062.27512,1372.40819,78.3,515.8819594,778.2262309,3331.458477,2661.510877,0,669.9476,595.3471866,210.1271866,,385.22,22251.1092,7423.08,7197.264,7630.7652,40649.07986,2424.102531,4646.25,4362.790341,29215.93698,8084.269718,6079.534618,857.65,1147.0851,515.25906,283.29376,,231.9653
2018,283710.9191,,,11752.1884,7225,1647.1884,2880,10210.91,2703.47,4147.44,3360,78418.70515,10737.8997,22392.37,26088.43545,19200,12776.5534,1000,7911.6,3864.9534,9803.618,5523.408,1815.6204,2464.5896,37589.57104,8790.666667,7505.904373,21293,804.1330339,,312,492.1330339,16269.00732,4948.161066,10291.84625,1029,5985,385,4900,700,28378.742,10502.8,7866.25,10009.692,72266.80172,8529.674029,4999.775,5087.352694,53650,10620,8075,1020,1525,587.8774,319.286,,268.5914
2019,270168.3095,0,,13762.5,9562.5,1500,2700,14215.6,3368.4,6607.2,4240,76868.4,12350,19800,25800,18918.4,9600,,6400,3200,10551.48,5320,1481.48,3750,35610,8550,7800,19260,667.2,,329.7,337.5,6481.3,4906.3,1050,525,2546.25,281.25,2250,15,32144.37905,12246.2648,7786.01425,12112.1,58976.2004,6513.325,4165,5097.8754,43200,8285,6800,975,510,460,297.5,,162.5
2020,377322.8625,,,14888.57975,7810.979748,2757.6,4320,20982.40125,7280.477251,7937.844,5764.08,96236.938,23001.993,25574.811,25742.29,21917.844,40683.055,7444.312,14681.7,18557.043,14117.09451,4914.433117,3946.191195,5256.470197,56462.87815,16052.007,11098.3107,29312.56045,1018.653,,570.636,448.017,8928.075961,3962.804825,4383.736,581.535136,2832.585,708.75,890.925,1232.91,47712.151,15342.701,13910,18459.45,63607.45536,11912.69625,7567.134,5583.81033,38543.81478,9321.282912,6883.870021,1538.234923,899.1779679,531.7126185,247.2776185,,284.435
2021,352474.3363,0,0,10227.38943,5974.999266,1855.535662,2396.854507,13327.13797,4754.161718,5126.390057,3446.586196,99607.22512,19871.52332,27690.57738,25183.01569,26862.10874,21946.10305,1751.390593,11558.36601,8636.346443,11314.75476,4139.258783,2976.529136,4198.966838,61809.15089,17035.80186,16747.0435,28026.30553,1251.764973,90.40969124,354.009452,807.3458296,8693.735317,4111.864016,3848.510699,733.3606022,2807.135045,460.7320491,1037.45603,1308.946965,49429.68681,17370.57038,14408.1183,17650.99814,62163.91714,6813.423917,6861.808549,9476.765559,39011.91911,8783.23446,6608.175538,1241.221805,933.8371168,723.101303,307.1358219,150,265.9654812
2022,363163.6224,,,12278.97271,7888.37453,1524.6054,2865.992777,12681.25922,4314.527541,4617.942,3748.78968,109267.1352,15539.78596,30794.786,37340.66124,25591.902,14772.65655,1370.653508,8774.7,4627.30304,11962.75519,4786.878051,2270.929747,4904.947391,60636.52321,14945.16725,20974.87349,24716.48247,966.6365892,71.39201144,337.9731642,557.2714135,13144.98079,6454.106793,5768.259596,922.6144,6673.376515,579.7845153,5200,893.592,56057.76665,19094.60586,16978.47041,19984.69037,55586.75532,8866.789324,8083.390806,6962.960786,31673.61441,8614.12257,6923.936028,1043.23148,646.9550613,520.6818772,249.2678588,0,271.4140184
